"member_type","name","acronym","rest_of_name","policy_area","group_name","subgroup_name","group_code","group_status","group_status_note","group_uri","uri","category","countries_areas_represented","membership_status","representatives","subgroup_status","m_name"
"Organisation","Ministry of Education and Research",,,"Education
Research","Thematic Working Group on Maths, Science and Technology (MST)","Field peer learning activities","E00178","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=178",,"Third Country","Norway","Member",,,
"Organisation","HTL Steyr","HTL","Steyr","Science","Thematic Working Group on Maths, Science and Technology (MST)","Meetings on implementing the European framework of key competences.","E00178","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=178",,"Academia","Austria","Alternate member",,,
"Organisation","Council for the Curriculum Examinations and Assessment (CCEA)","CCEA","Council for the Curriculum Examinations and Assessment","Education","Thematic Working Group on Maths, Science and Technology (MST)","Meetings on implementing the European framework of key competences.","E00178","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=178",,"Academia","United Kingdom","Member",,,
"Organisation","Ciêcia Viva",,,"Science","Thematic Working Group on Maths, Science and Technology (MST)","Meetings on implementing the European framework of key competences.","E00178","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=178",,"Academia","Portugal","Member",,,
"Organisation","ius/iff/Universität Klagenfurt",,,"Research","Thematic Working Group on Maths, Science and Technology (MST)","Meetings on implementing the European framework of key competences.","E00178","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=178",,"Academia","Austria","Member",,,
"Organisation","Leibniz-Institut für die Pädagogik der Naturwissenschaften und Mathematik an der Universität Kiel",,,"Education
Science","Thematic Working Group on Maths, Science and Technology (MST)","Meetings on implementing the European framework of key competences.","E00178","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=178",,"Academia","Germany","Member",,,
"Organisation","Universität Wien",,,"Education","Thematic Working Group on Maths, Science and Technology (MST)","Meetings on implementing the European framework of key competences.","E00178","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=178",,"Academia","Austria","Member",,,
"Organisation","Finland's science education center - University of Helsinki",,,"Research","Thematic Working Group on Maths, Science and Technology (MST)","Meetings on implementing the European framework of key competences.","E00178","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=178",,"Academia","Finland","Member",,,
"Organisation","Ministry of Education and Research",,,"Education
Research","Thematic Working Group on Maths, Science and Technology (MST)","Meetings on implementing the European framework of key competences.","E00178","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=178",,"Third Country","Norway","Member",,,
"Organisation","Ciêcia Viva",,,"Science","Thematic Working Group on Maths, Science and Technology (MST)",,"E00178","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=178","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=13005","Academia","Portugal","Member","Ana NORONHA
Portugal
female","Meetings on implementing the European framework of key competences.
Member
Field peer learning activities
Member
Focus group on specific issues
Member",
"Organisation","Council for the Curriculum Examinations and Assessment (CCEA)","CCEA","Council for the Curriculum Examinations and Assessment","Education","Thematic Working Group on Maths, Science and Technology (MST)",,"E00178","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=178","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=13004","Academia","United Kingdom","Member","Richard HANNA
United Kingdom
male","Meetings on implementing the European framework of key competences.
Member
Field peer learning activities
Member
Focus group on specific issues
Member",
"Organisation","Finland's science education center - University of Helsinki",,,"Research","Thematic Working Group on Maths, Science and Technology (MST)",,"E00178","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=178","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=23219","Academia","Finland","Member","Maija AKSELA
Finland
female","Meetings on implementing the European framework of key competences.
Member
Field peer learning activities
Member
Focus group on specific issues
Member",
"Organisation","ius/iff/Universität Klagenfurt",,,"Research","Thematic Working Group on Maths, Science and Technology (MST)",,"E00178","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=178","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=13007","Academia","Austria","Member",,"Meetings on implementing the European framework of key competences.
Member
Field peer learning activities
Member
Focus group on specific issues
Member",
"Organisation","Leibniz-Institut für die Pädagogik der Naturwissenschaften und Mathematik an der Universität Kiel",,,"Education
Science","Thematic Working Group on Maths, Science and Technology (MST)",,"E00178","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=178","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=13008","Academia","Germany","Member",,"Meetings on implementing the European framework of key competences.
Member
Field peer learning activities
Member
Focus group on specific issues
Member",
"Organisation","Ministry of Education and Research",,,"Education
Research","Thematic Working Group on Maths, Science and Technology (MST)",,"E00178","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=178","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=6002","Third Country","Norway","Member","Heneide RANDI SCHIOLL
Norway
female","Meetings on implementing the European framework of key competences.
Member
Field peer learning activities
Member
Focus group on specific issues
Member",
"Organisation","Universität Wien",,,"Education","Thematic Working Group on Maths, Science and Technology (MST)",,"E00178","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=178","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=13009","Academia","Austria","Member","Ilse BARTOSCH
Austria
female","Meetings on implementing the European framework of key competences.
Member
Field peer learning activities
Member
Focus group on specific issues
Member",
"Organisation","HTL Steyr","HTL","Steyr","Science","Thematic Working Group on Maths, Science and Technology (MST)",,"E00178","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=178","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=13006","Academia","Austria","Alternate member","Franz REITHUBER
Austria
male","Meetings on implementing the European framework of key competences.
Alternate member
Field peer learning activities
Alternate member
Focus group on specific issues
Alternate member",
"Organisation","Ministry of Education and Research",,,,"Standing Group on Indicators and Benchmarks",,"E00187","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=187","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=145","Third Country","Norway","Member",,"Adult skills
Not a member
Employability
Not a member
Civic skills
Not a member
Mobility
Not a member
Learning to learn skills and Creativity
Not a member
Indicators in teachers and trainers
Not a member",
"Organisation","Ministry of Education, Science and Culture / Office of Evaluation and Analysis",,,,"Standing Group on Indicators and Benchmarks",,"E00187","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=187","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=139","Candidate country","Iceland","Member",,"Adult skills
Not a member
Employability
Not a member
Civic skills
Not a member
Mobility
Not a member
Learning to learn skills and Creativity
Not a member
Indicators in teachers and trainers
Not a member",
"Organisation","Ministry of Education and Research",,,,"Réseau d'information sur l'éducation en Europe",,"E00189","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=189","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=175","Third Country","Norway","Member",,,
"Organisation","Ministry of Education, Science and Culture",,,,"Réseau d'information sur l'éducation en Europe",,"E00189","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=189","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=167","Candidate country","Iceland","Member",,,
"Organisation","Ministry of National Education",,,,"Réseau d'information sur l'éducation en Europe",,"E00189","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=189","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=182","Candidate country","Turkey","Member",,,
"Organisation","Schulamt",,,,"Réseau d'information sur l'éducation en Europe",,"E00189","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=189","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=169","Third Country","Liechtenstein","Member",,,
"Organisation","Business Europe",,,"Education","Coordination Copenhague- Copenhagen Coordination Group",,"E00191","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=191","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=13010","Trade Union","European","Member","D'HAESELEER Steven
Belgium
male
STRIGARD Helena
Sweden
female",,
"Organisation","CEDEFOP","CEDEFOP",,"Education","Coordination Copenhague- Copenhagen Coordination Group",,"E00191","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=191","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=13011","Trade Union","European","Member","LETTMAYR Christian
Austria
male
Eleonore Schmid
Austria
female
Jens Bjornavold
Norway
male",,
"Organisation","CEEP","CEEP",,"Education","Coordination Copenhague- Copenhagen Coordination Group",,"E00191","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=191","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=13012","Trade Union","European","Member","DEWOUTERS Rachel
Belgium
female
HEDENSTROM Bengt
Sweden
male",,
"Organisation","CES/ETUC","CES/ETUC",,"Education","Coordination Copenhague- Copenhagen Coordination Group",,"E00191","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=191","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=13013","Trade Union","European","Member",,,
"Organisation","ETF","ETF",,"Education","Coordination Copenhague- Copenhagen Coordination Group",,"E00191","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=191","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=13014","Trade Union","European","Member","Marleen VOORDECKERS
Belgium
female
Madlen SERBAN
Romania
female",,
"Organisation","UEAPME","UEAPME",,"Education","Coordination Copenhague- Copenhagen Coordination Group",,"E00191","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=191","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=13018","Trade Union","European","Member","Hélène HOFFMANN
Germany
female
Liliane VOLOZINSKIS
France
female",,
"Organisation","AEF_Agence Francophone pour l'Education et la Formation tout au long de la vie",,,"Culture
Education","European Language Label",,"E00198","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=198","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=5405","International organization","Belgium","Member","Suzy VERCAMMEN
female",,
"Organisation","Agence Europe Education Formation France",,,"Education","European Language Label",,"E00198","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=198","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=5391","International organization","France","Member","Audrey FAESCH
female",,
"Organisation","Agência Nacional para a Gestão do Programa Aprendizagem ao Longo da Vida",,,"Education","European Language Label",,"E00198","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=198","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=35050","International organization","Portugal","Member","Ana Teresa CASTRO
female",,
"Organisation","Agentia Nationala Socrates",,,"Education","European Language Label",,"E00198","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=198","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=35051","International organization","Romania","Member","Laura POPA
female",,
"Organisation","Agentur für europäische Bildungsprogramme VoG",,,"Education","European Language Label",,"E00198","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=198","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=5392","International organization","Belgium","Member","Joseph GANSER
male",,
"Organisation","ANEFORE asbl - Agence nationale pour le programme européen d'éducation et de formation tout au long de la vie",,,"Education","European Language Label",,"E00198","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=198","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=35043","International organization","Luxembourg","Member","Karin PUNDEL
female
Christine PEGEL
female",,
"Organisation","Bildung für Europa/Nationale Agentur beim Bundesinstitut für Berufsbildung (NA beim BIBB)",,,"Education","European Language Label",,"E00198","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=198","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=35034","International organization","Germany","Member","Ulrike SCHRÖDER
female",,
"Organisation","Centre for International Services MoEYS - National Agency for European Programmes",,,"Education","European Language Label",,"E00198","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=198","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=5393","International organization","Czech Republic","Member","Pavla ŠABATKOVÁ
female",,
"Organisation","CILT, the National Centre for Languages","CILT","the National Centre for Languages","Education","European Language Label",,"E00198","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=198","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=35045","International organization","United Kingdom","Member","Judy BRIDGEMAN
female
Catherine STEAD
female",,
"Organisation","CMEPIUS","CMEPIUS",,"Education","European Language Label",,"E00198","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=198","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=5395","International organization","Slovenia","Member","Andreja LENC
female",,
"Organisation","Deutscher Akademischer Austauschdienst/Nationale Agentur für EU-Hochschulzusammenarbeit (NA beim DAAD)",,,"Education","European Language Label",,"E00198","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=198","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=35037","International organization","Germany","Member","Helma KOCH
female",,
"Organisation","EPOS vzw","EPOS","vzw","Education","European Language Label",,"E00198","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=198","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=5397","International organization","Belgium","Member","Renilde REYNDERS
female",,
"Organisation","EU Education & Youth Programmes","EU","Education & Youth Programmes","Education","European Language Label",,"E00198","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=198","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=5398","Candidate country","Turkey","Member","Abdullah ŞAHİN
male",,
"Organisation","European Platform – internationalising education",,,"Education","European Language Label",,"E00198","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=198","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=5399","International organization","Netherlands","Member","Onno VAN WILGENBURG
male
Anne MALJERS
female",,
"Organisation","Finnish National Board of Education",,,"Education","European Language Label",,"E00198","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=198","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=35038","International organization","Finland","Member","Kalevi POHJALA
male",,
"Organisation","Foundation Archimedes / Center for Educational Programmes",,,"Education","European Language Label",,"E00198","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=198","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=5400","International organization","Estonia","Member","Made KIRTSI
female",,
"Organisation","Foundation for the Development of the Education System",,,"Education","European Language Label",,"E00198","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=198","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=5401","International organization","Poland","Member","Anna GRABOWSKA
female",,
"Organisation","Foundation for the Management of the Lifelong Learning Programme",,,"Education","European Language Label",,"E00198","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=198","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=5402","International organization","Cyprus","Member","Roula KYRILLOU-IOANNIDOU
female",,
"Organisation","Human Resource Development Centre",,,"Culture","European Language Label",,"E00198","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=198","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=5403","International organization","Bulgaria","Member","Vanya TIVIDOSHEVA
female
Delyan KIRILOV
male",,
"Organisation","ISFOL - Agenzia Nazionale LLP - Programma Settoriale Leonardo da Vinci",,,"Education","European Language Label",,"E00198","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=198","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=35030","International organization","Italy","Member","Natalia GUIDO
female
Marina ROZERA
female",,
"Organisation","Léargas",,,"Education","European Language Label",,"E00198","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=198","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=5404","International organization","Ireland","Member","Lisa FOX
female",,
"Organisation","LLP Agency","LLP","Agency","Education","European Language Label",,"E00198","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=198","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=35029","International organization","Italy","Member","Sara PAGLIAI
female
Lorenza VENTURI
female",,
"Organisation","LLP National Agency/Education Exchanges Support Foundation","LLP","National Agency/Education Exchanges Support Foundation","Education","European Language Label",,"E00198","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=198","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=35031","International organization","Lithuania","Member","Justina BALIŪNAITĖ
female",,
"Organisation","Office of International Education",,,"Education","European Language Label",,"E00198","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=198","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=5407","Candidate country","Iceland","Member","Ragnhildur ZOEGA
female",,
"Organisation","Organismo Autónomo Programas Educativos Europeos (OAPEE)","OAPEE","Organismo Autónomo Programas Educativos Europeos","Education","European Language Label",,"E00198","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=198","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=5408","International organization","Spain","Member","Caridad BAENA VALBUENA
female",,
"Organisation","Österreichisches Sprachen-Kompetenz-Zentrum",,,"Education","European Language Label",,"E00198","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=198","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=5409","International organization","Austria","Member","Elisabeth SCHLOCKER
female",,
"Organisation","Sekretariat der Ständigen Konferenz der Kultusminister/Pädagogischer Austauschdienst (PAD)","PAD","Sekretariat der Ständigen Konferenz der Kultusminister/Pädagogischer Austauschdienst","Education","European Language Label",,"E00198","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=198","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=35035","International organization","Germany","Member","Cora OEPEN
female",,
"Organisation","SIU - Norwegian Centre for International Cooperation of Higher Education","SIU","Norwegian Centre for International Cooperation of Higher Education","Education","European Language Label",,"E00198","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=198","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=5410","Third Country","Norway","Member","Vigdis BERG
female",,
"Organisation","Slovak Academic Association for International Co-operation (SAAIC)","SAAIC","Slovak Academic Association for International Co-operation","Education","European Language Label",,"E00198","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=198","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=5411","International organization","Slovakia","Member","Maria PAVELEKOVA
female",,
"Organisation","State Education Development Agency",,,"Education","European Language Label",,"E00198","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=198","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=35041","International organization","Latvia","Member","Valda CEPURĪTE-BĒRZINA
female",,
"Organisation","Tempus Public Foundation",,,"Education","European Language Label",,"E00198","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=198","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=5412","International organization","Hungary","Member","Csilla SZABÓ
female",,
"Organisation","The Danish Agency for International Education",,,"Education","European Language Label",,"E00198","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=198","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=5394","International organization","Denmark","Member","Svend-Erik POVELSEN
male",,
"Organisation","National Agency of Education",,,"Education","European Language Label",,"E00198","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=198","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=35048","International organization","Sweden","Observer","Eva ENGDELL
female",,
"Organisation","Agentur für Internationale Bildungsangelegenheiten (AIBA)","AIBA","Agentur für Internationale Bildungsangelegenheiten","EDUCATION","Erasmus Mundus National Structure",,"E00205","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=205","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=19280","Third Country","Liechtenstein","Member",,,
"Organisation","NORWEGIAN CENTRE FOR INTERNATIONAL COOPERATION IN HE",,,"EDUCATION","Erasmus Mundus National Structure",,"E00205","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=205","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=19281","Third Country","Norway","Member",,,
"Organisation","University of Iceland – Office of International Education",,,"EDUCATION","Erasmus Mundus National Structure",,"E00205","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=205","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=19279","Candidate country","Iceland","Member",,,
"Organisation","Informationsstelle für Anerkennungsfragen (NARIC Liechtenstein) (Office of Education)",,,"Education","Centres nationaux d'information pour la reconnaissance académique (NARIC)",,"E00214","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=214","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=218","Third Country","Liechtenstein","Member",,,
"Organisation","Informationsstelle für Anerkennungsfragen (Swiss ENIC) Rectors’ Conference of the Swiss Universities",,,"Education","Centres nationaux d'information pour la reconnaissance académique (NARIC)",,"E00214","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=214","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=35540","Third Country","Switzerland","Member",,,
"Organisation","Ministry of National Education (European Union and International Relations Office - ENIC-NARIC Turkey)",,,"Education","Centres nationaux d'information pour la reconnaissance académique (NARIC)",,"E00214","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=214","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=231","Candidate country","Turkey","Member",,,
"Organisation","Ministry of Science, Education and Sports of Croatia (Croatian ENIC/NARIC office)",,,"Education","Centres nationaux d'information pour la reconnaissance académique (NARIC)",,"E00214","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=214","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=35543","Candidate country","Croatia","Member",,,
"Organisation","Norwegian Agency for Quality Assurance in Education (NOKUT)","NOKUT","Norwegian Agency for Quality Assurance in Education","Education","Centres nationaux d'information pour la reconnaissance académique (NARIC)",,"E00214","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=214","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=224","Third Country","Norway","Member",,,
"Organisation","Office for Academic Affairs, University of Iceland (Ministry of Education, Science and Culture)",,,"Education","Centres nationaux d'information pour la reconnaissance académique (NARIC)",,"E00214","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=214","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=216","Candidate country","Iceland","Member",,,
"Organisation","Agency for Mobility & EU programmes",,,"Education","EUROGUIDANCE",,"E00229","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=229","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=23019","Candidate country","Croatia","Member",,,
"Organisation","Amt für Berufsbildung und Berufsberatung",,,"Education","EUROGUIDANCE",,"E00229","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=229","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=248","Third Country","Liechtenstein","Member",,,
"Organisation","Norwegian Directorate for Education and Training",,,"Education","EUROGUIDANCE",,"E00229","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=229","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=254","Third Country","Norway","Member",,,
"Organisation","Research Liaison office - University of Iceland",,,"Education","EUROGUIDANCE",,"E00229","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=229","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=246","Candidate country","Iceland","Member",,,
"Organisation","Turkish Vocational Qualifications Authority",,,"Education","EUROGUIDANCE",,"E00229","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=229","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=24816","Candidate country","Turkey","Member",,,
"Organisation","Amt für Berufsbildung",,,,"Europass - Centres Nationaux Europass",,"X00233","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=233","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=278","Third Country","Liechtenstein","Member",,,
"Organisation","Directorate for Primary and Secondary Education, Ministry of Education",,,,"Europass - Centres Nationaux Europass",,"X00233","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=233","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=284","Third Country","Norway","Member",,,
"Organisation","The Research Liaison Office",,,,"Europass - Centres Nationaux Europass",,"X00233","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=233","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=276","Candidate country","Iceland","Member",,,
"Organisation","Vocational Qualifications Authority",,,"Education","Europass - Centres Nationaux Europass",,"X00233","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=233","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=25169","Candidate country","Turkey","Member",,,
