"member_type","name","acronym","rest_of_name","policy_area","group_name","subgroup_name","group_code","group_status","group_status_note","group_uri","uri","category","countries_areas_represented","membership_status","representatives","subgroup_status","m_name"
"Organisation","BUSINESS EUROPE",,,,"Social partners and the activities of the Fund structural",,"E00003","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=3","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=12597","Trade Union","European","Member",,,
"Organisation","CEEP  (Centre européen des entreprises à participation publique et des entreprises d'intérêt économique général)","CEEP","Centre européen des entreprises à participation publique et des entreprises d'intérêt économique général",,"Social partners and the activities of the Fund structural",,"E00003","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=3","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=12598","Trade Union","European","Member",,,
"Organisation","CES  (Confédération Européenne des Syndicats)","CES","Confédération Européenne des Syndicats",,"Social partners and the activities of the Fund structural",,"E00003","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=3","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=12599","Trade Union","European","Member",,,
"Organisation","COPA-COGECA (Comité des Organisations Professionnelles Agricoles de l'Union Européenne - Confédération Générale des Coopératives Agricoles de l’Union Européenne)","COPA-COGECA","Comité des Organisations Professionnelles Agricoles de l'Union Européenne - Confédération Générale des Coopératives Agricoles de l’Union Européenne",,"Social partners and the activities of the Fund structural",,"E00003","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=3","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=12600","Trade Union","European","Member",,,
"Organisation","EUROCHAMBRES (Association of European Chambers of Commerce and Industry)","EUROCHAMBRES","Association of European Chambers of Commerce and Industry",,"Social partners and the activities of the Fund structural",,"E00003","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=3","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=12601","Trade Union","European","Member",,,
"Organisation","EUROPECHE (Association des Organisations Nationales d’Entreprises de Pêche de l’U.E)","EUROPECHE","Association des Organisations Nationales d’Entreprises de Pêche de l’U.E",,"Social partners and the activities of the Fund structural",,"E00003","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=3","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=12602","Trade Union","European","Member",,,
"Organisation","SOCIAL ECONOMY EUROPE",,,,"Social partners and the activities of the Fund structural",,"E00003","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=3","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=12603","Trade Union","European","Member",,,
"Organisation","UEAPME (Union Européenne de l’Artisanat et des petites et moyennes entreprises)","UEAPME","Union Européenne de l’Artisanat et des petites et moyennes entreprises",,"Social partners and the activities of the Fund structural",,"E00003","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=3","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=12604","Trade Union","European","Member",,,
"Organisation","BIRDLIFE","BIRDLIFE",,"Environment","Groupe consultatif ""Qualité de la production agricole""",,"E00087","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=87","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=12605","NGO","European","Member","Representative may vary
female",,
"Organisation","Bureau Européen de l'Environnement / European Environmental Bureau (BEE/EEB)","BEE/EEB","Bureau Européen de l'Environnement / European Environmental Bureau","Environment","Groupe consultatif ""Qualité de la production agricole""",,"E00087","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=87","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=12606","NGO","European","Member","Representative may vary
male",,
"Organisation","Bureau Européen des Unions de Consommateurs (BEUC)","BEUC","Bureau Européen des Unions de Consommateurs","Consumer affairs","Groupe consultatif ""Qualité de la production agricole""",,"E00087","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=87","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=12607","NGO","European","Member","Representative may vary
male
Representative may vary
male
Representative may vary
male
Representative may vary
male",,
"Organisation","Comité des Organisations Professionnelles Agricoles-Comité Général de la Coopération Agricole de l'Union européenne (COPA-COGECA)","COPA-COGECA","Comité des Organisations Professionnelles Agricoles-Comité Général de la Coopération Agricole de l'Union européenne","Agriculture","Groupe consultatif ""Qualité de la production agricole""",,"E00087","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=87","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=12608","NGO","European","Member","Representative may vary
female
Representative may vary
female
Representative may vary
female
Representative may vary
female
Representative may vary
female
Representative may vary
female
Representative may vary
male
Representative may vary
male
Representative may vary
male
Representative may vary
male
Representative may vary
male
Representative may vary
male",,
"Organisation","Comité Européen de Liaison des Commerces Agro-alimentaires (CELCAA)","CELCAA","Comité Européen de Liaison des Commerces Agro-alimentaires","External trade","Groupe consultatif ""Qualité de la production agricole""",,"E00087","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=87","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=12609","NGO","European","Member","Representative may vary
male
Representative may vary
male
Representative may vary
female
Representative may vary
female",,
"Organisation","Confédération des Industries Agro-alimentaires de l'U.E. (CIAA)","CIAA","Confédération des Industries Agro-alimentaires de l'U.E.","Industry","Groupe consultatif ""Qualité de la production agricole""",,"E00087","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=87","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=12610","NGO","European","Member","Representative may vary
female
Representative may vary
female
Representative may vary
female
Representative may vary
female",,
"Organisation","Confédération Européenne des Jeunes Agriculteurs (CEJA)","CEJA","Confédération Européenne des Jeunes Agriculteurs","Agriculture","Groupe consultatif ""Qualité de la production agricole""",,"E00087","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=87","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=12611","NGO","European","Member","Representative may vary
male",,
"Organisation","Conseil National des Appellations d' Origine Laitière (CNAOL)","CNAOL","Conseil National des Appellations d' Origine Laitière","Agriculture","Groupe consultatif ""Qualité de la production agricole""",,"E00087","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=87","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=12612","NGO","International","Member","Representative may vary
female",,
"Organisation","Coordination Paysanne Européenne (CPE)","CPE","Coordination Paysanne Européenne","Agriculture","Groupe consultatif ""Qualité de la production agricole""",,"E00087","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=87","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=12613","NGO","European","Member","Representative may vary
female",,
"Organisation","EUROGROUP FOR ANIMAL WELFARE",,,"Environment
Livestock","Groupe consultatif ""Qualité de la production agricole""",,"E00087","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=87","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=12614","NGO","European","Member","Representative may vary
female",,
"Organisation","Fédération Européenne des Syndicats des Secteurs de l'Alimentation de l'Agriculture et du Tourisme et des Branches Connexes (EFFAT)","EFFAT","Fédération Européenne des Syndicats des Secteurs de l'Alimentation de l'Agriculture et du Tourisme et des Branches Connexes","Labour interests","Groupe consultatif ""Qualité de la production agricole""",,"E00087","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=87","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=12615","NGO","European","Member","Representative may vary
female
Representative may vary
female",,
"Organisation","FORUM FOR NATURE",,,"Environment","Groupe consultatif ""Qualité de la production agricole""",,"E00087","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=87","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=12616","NGO","European","Member","Representative may vary
male",,
"Organisation","International Federation of Organic Agriculture Movements (IFOAM)","IFOAM","International Federation of Organic Agriculture Movements","Agriculture","Groupe consultatif ""Qualité de la production agricole""",,"E00087","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=87","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=12617","NGO","International","Member","Representative may vary
female",,
"Organisation","VERITALIA-ORIGIN Société de promotion et de distibution de produits italiens","VERITALIA-ORIGIN","Société de promotion et de distibution de produits italiens","Information society","Groupe consultatif ""Qualité de la production agricole""",,"E00087","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=87","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=12618","NGO","International","Member","Representative may vary
female
Representative may vary
male",,
"Organisation","World Wide Fund for Nature (WWF)","WWF","World Wide Fund for Nature","Environment","Groupe consultatif ""Qualité de la production agricole""",,"E00087","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=87","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=12619","NGO","International","Member","Representative may vary
female",,
"Organisation","BEE/EEB, BIRDLIFE, WWF, FORUM FOR NATURE, EUROGROUP FOR ANIMAL WELFARE",,,"Environment","Groupe consultatif ""Agriculture biologique""",,"E00088","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=88","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=12620","NGO","European","Member","Representative may vary
male",,
"Organisation","Bureau Européen des Unions de Consommateurs (BEUC)","BEUC","Bureau Européen des Unions de Consommateurs","Consumer affairs","Groupe consultatif ""Agriculture biologique""",,"E00088","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=88","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=12621","NGO","European","Member","Representative may vary
male
Representative may vary
male
Representative may vary
male",,
"Organisation","Comité des Organisations Professionnelles Agricoles-Comité Général de la Coopération Agricole de l'Union européenne (COPA-COGECA)","COPA-COGECA","Comité des Organisations Professionnelles Agricoles-Comité Général de la Coopération Agricole de l'Union européenne","Agriculture","Groupe consultatif ""Agriculture biologique""",,"E00088","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=88","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=12622","NGO","European","Member","Representative may vary
male
Representative may vary
male
Representative may vary
male
Representative may vary
male
Representative may vary
male
Representative may vary
male
Representative may vary
male",,
"Organisation","Comité Européen de Liaison des Commerces Agro-alimentaires (CELCAA), Association for retail, wholesale and international trade interests (EUROCOMMERCE)",,,"External trade","Groupe consultatif ""Agriculture biologique""",,"E00088","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=88","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=12623","NGO","European","Member","Representative may vary
male
Representative may vary
male
Representative may vary
male",,
"Organisation","Confédération des Industries Agro-alimentaires de l'U.E. (CIAA)","CIAA","Confédération des Industries Agro-alimentaires de l'U.E.","Industry","Groupe consultatif ""Agriculture biologique""",,"E00088","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=88","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=12624","NGO","European","Member","Representative may vary
male
Representative may vary
male
Representative may vary
male",,
"Organisation","Confédération Européenne des Jeunes Agriculteurs (CEJA)","CEJA","Confédération Européenne des Jeunes Agriculteurs","Agriculture","Groupe consultatif ""Agriculture biologique""",,"E00088","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=88","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=12625","NGO","European","Member","Representative may vary
male",,
"Organisation","Eurogroup for Animals",,,"Livestock","Groupe consultatif ""Agriculture biologique""",,"E00088","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=88","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=12626","NGO","European","Member","Representative may vary
male",,
"Organisation","European Coordination Via Campesina (ECVC)","ECVC","European Coordination Via Campesina","Agriculture","Groupe consultatif ""Agriculture biologique""",,"E00088","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=88","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=12627","NGO","European","Member","Representative may vary
male",,
"Organisation","Fédération Européenne des Syndicats des Secteurs de l'Alimentation de l'Agriculture et du Tourisme et des Branches Connexes (EFFAT)","EFFAT","Fédération Européenne des Syndicats des Secteurs de l'Alimentation de l'Agriculture et du Tourisme et des Branches Connexes","Labour interests","Groupe consultatif ""Agriculture biologique""",,"E00088","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=88","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=12628","NGO","European","Member","Representative may vary
male",,
"Organisation","International Federation of Organic Agriculture Movements (IFOAM)","IFOAM","International Federation of Organic Agriculture Movements","Agriculture","Groupe consultatif ""Agriculture biologique""",,"E00088","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=88","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=12629","NGO","International","Member","Representative may vary
male
Representative may vary
male
Representative may vary
male
Representative may vary
male
Representative may vary
male",,
"Organisation","ouvert",,,"Agriculture
Consumer affairs
Environment
External trade
Food safety
Industry
Labour interests
Livestock","Groupe consultatif ""Agriculture biologique""",,"E00088","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=88","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=12630","NGO","International","Member","Representative may vary
male",,
"Organisation","Bureau Européen des Unions de Consommateurs (BEUC)","BEUC","Bureau Européen des Unions de Consommateurs","Consumer affairs","Groupe consultatif ""Promotion des produits agricoles""",,"E00089","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=89","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=12631","NGO","European","Member","Representative may vary
male
Representative may vary
male",,
"Organisation","Comité des Organisations Professionnelles Agricoles-Comité Général de la Coopération Agricole de l'Union européenne (COPA-COGECA)","COPA-COGECA","Comité des Organisations Professionnelles Agricoles-Comité Général de la Coopération Agricole de l'Union européenne","Agriculture","Groupe consultatif ""Promotion des produits agricoles""",,"E00089","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=89","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=12632","NGO","European","Member","Representative may vary
male
Representative may vary
male
Representative may vary
male
Representative may vary
male
Representative may vary
male
Representative may vary
male
Representative may vary
male
Representative may vary
male
Representative may vary
male
Representative may vary
male
Representative may vary
male
Representative may vary
male
Representative may vary
male",,
"Organisation","Comité Européen de Liaison des Commerces Agro-alimentaires (CELCAA)","CELCAA","Comité Européen de Liaison des Commerces Agro-alimentaires","External trade","Groupe consultatif ""Promotion des produits agricoles""",,"E00089","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=89","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=12633","NGO","European","Member","Representative may vary
male
Representative may vary
male
Representative may vary
male
Representative may vary
male
Representative may vary
male
Representative may vary
male
Representative may vary
male",,
"Organisation","Confédération des Industries Agro-alimentaires de l'U.E. (CIAA)","CIAA","Confédération des Industries Agro-alimentaires de l'U.E.","Industry","Groupe consultatif ""Promotion des produits agricoles""",,"E00089","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=89","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=12634","NGO","European","Member","Representative may vary
male
Representative may vary
male
Representative may vary
male
Representative may vary
male
Representative may vary
male",,
"Organisation","Confédération Européenne des Jeunes Agriculteurs (CEJA)","CEJA","Confédération Européenne des Jeunes Agriculteurs","Agriculture","Groupe consultatif ""Promotion des produits agricoles""",,"E00089","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=89","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=12635","NGO","European","Member","Representative may vary
male",,
"Organisation","Coordination Paysanne Européenne (CPE)","CPE","Coordination Paysanne Européenne","Agriculture","Groupe consultatif ""Promotion des produits agricoles""",,"E00089","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=89","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=12636","NGO","European","Member","Representative may vary
male",,
"Organisation","European Marketing Confederation - (EMC)","EMC","European Marketing Confederation -","Agriculture
Consumer affairs
External trade
Industry","Groupe consultatif ""Promotion des produits agricoles""",,"E00089","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=89","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=12637","NGO","European","Member","Representative may vary
male",,
"Organisation","BIRDLIFEBIRDLIFE - Bureau Européen de l'Environnement / European Environmental Bureau (BEE/EEB) - FORUM FOR NATURE - World Wide Fund for Nature (WWF)",,,"Environment","Groupe consultatif ""Politique agricole commune""",,"E00090","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=90","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=12638","NGO","International
European","Member","Representative may vary
male
Representative may vary
male",,
"Organisation","Bureau Européen des Unions de Consommateurs (BEUC)","BEUC","Bureau Européen des Unions de Consommateurs","Consumer affairs","Groupe consultatif ""Politique agricole commune""",,"E00090","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=90","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=12640","NGO","European","Member","Representative may vary
male
Representative may vary
male
Representative may vary
male
Representative may vary
male
Representative may vary
male",,
"Organisation","Comité des Organisations Professionnelles Agricoles-Comité Général de la Coopération Agricole de l'Union européenne (COPA-COGECA)","COPA-COGECA","Comité des Organisations Professionnelles Agricoles-Comité Général de la Coopération Agricole de l'Union européenne","Agriculture","Groupe consultatif ""Politique agricole commune""",,"E00090","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=90","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=12641","NGO","European","Member","Representative may vary
male
Representative may vary
male
Representative may vary
male
Representative may vary
male
Representative may vary
male
Representative may vary
male
Representative may vary
male
Representative may vary
male
Representative may vary
male
Representative may vary
male
Representative may vary
male
Representative may vary
male
Representative may vary
male
Representative may vary
male
Representative may vary
male
Representative may vary
male
Representative may vary
male
Representative may vary
male
Representative may vary
male
Representative may vary
male
Representative may vary
male
Representative may vary
male
Representative may vary
male
Representative may vary
male
Representative may vary
male
Representative may vary
male
Representative may vary
male",,
"Organisation","Comité Européen de Liaison des Commerces Agro-alimentaires (CELCAA)","CELCAA","Comité Européen de Liaison des Commerces Agro-alimentaires","External trade","Groupe consultatif ""Politique agricole commune""",,"E00090","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=90","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=12642","NGO","European","Member","Representative may vary
male
Representative may vary
male
Representative may vary
male
Representative may vary
male
Representative may vary
male
Representative may vary
male
Representative may vary
male
Representative may vary
male",,
"Organisation","Confédération des Industries Agro-alimentaires de l'U.E. (CIAA)","CIAA","Confédération des Industries Agro-alimentaires de l'U.E.","Industry","Groupe consultatif ""Politique agricole commune""",,"E00090","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=90","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=12643","NGO","European","Member","Representative may vary
male
Representative may vary
male
Representative may vary
male
Representative may vary
male
Representative may vary
male
Representative may vary
male
Representative may vary
male
Representative may vary
male",,
"Organisation","Confédération Européenne des Jeunes Agriculteurs (CEJA)","CEJA","Confédération Européenne des Jeunes Agriculteurs","Agriculture","Groupe consultatif ""Politique agricole commune""",,"E00090","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=90","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=12644","NGO","European","Member","Representative may vary
male",,
"Organisation","Coordination Paysanne Européenne (CPE)","CPE","Coordination Paysanne Européenne","Agriculture","Groupe consultatif ""Politique agricole commune""",,"E00090","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=90","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=12645","NGO","European","Member","Representative may vary
male
Representative may vary
male",,
"Organisation","EUROGROUP FOR ANIMAL WELFARE",,,"Livestock","Groupe consultatif ""Politique agricole commune""",,"E00090","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=90","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=12646","NGO","European","Member","Representative may vary
male
Representative may vary
male",,
"Organisation","Fédération Européenne des Syndicats des Secteurs de l'Alimentation de l'Agriculture et du Tourisme et des Branches Connexes (EFFAT)","EFFAT","Fédération Européenne des Syndicats des Secteurs de l'Alimentation de l'Agriculture et du Tourisme et des Branches Connexes","Labour interests","Groupe consultatif ""Politique agricole commune""",,"E00090","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=90","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=12647","NGO","European","Member","Representative may vary
male
Representative may vary
male
Representative may vary
male
Representative may vary
male
Representative may vary
male",,
"Organisation","BIRDLIFE - Bureau Européen de l'Environnement / European Environmental Bureau (BEE/EEB) - FORUM FOR NATURE - World Wide Fund for Nature (WWF)",,,"Environment","Groupe consultatif ""Céréales, oléagineux et protéagineux""",,"E00091","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=91","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=12650","NGO","International
European","Member","Representative may vary
male
Representative may vary
male","Groupe de travail Ad hoc
Not a member",
"Organisation","Bureau Européen des Unions de Consommateurs (BEUC)","BEUC","Bureau Européen des Unions de Consommateurs","Consumer affairs","Groupe consultatif ""Céréales, oléagineux et protéagineux""",,"E00091","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=91","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=12652","NGO","European","Member","Representative may vary
male","Groupe de travail Ad hoc
Not a member",
"Organisation","Comité des Organisations Professionnelles Agricoles-Comité Général de la Coopération Agricole de l'Union européenne (COPA-COGECA)","COPA-COGECA","Comité des Organisations Professionnelles Agricoles-Comité Général de la Coopération Agricole de l'Union européenne","Agriculture","Groupe consultatif ""Céréales, oléagineux et protéagineux""",,"E00091","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=91","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=12653","NGO","European","Member","Representative may vary
male
Representative may vary
male
Representative may vary
male
Representative may vary
male
Representative may vary
male
Representative may vary
male
Representative may vary
male
Representative may vary
male
Representative may vary
male
Representative may vary
male
Representative may vary
male
Representative may vary
male
Representative may vary
male
Representative may vary
male
Representative may vary
male
Representative may vary
male
Representative may vary
male
Representative may vary
male
Representative may vary
male
Representative may vary
male
Representative may vary
male
Representative may vary
male
Representative may vary
male","Groupe de travail Ad hoc
Not a member",
"Organisation","Comité Européen de Liaison des Commerces Agro-alimentaires (CELCAA)","CELCAA","Comité Européen de Liaison des Commerces Agro-alimentaires","External trade","Groupe consultatif ""Céréales, oléagineux et protéagineux""",,"E00091","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=91","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=12654","NGO","European","Member","Representative may vary
male
Representative may vary
male
Representative may vary
male
Representative may vary
male
Representative may vary
male
Representative may vary
male
Representative may vary
male
Representative may vary
male","Groupe de travail Ad hoc
Not a member",
"Organisation","Confédération des Industries Agro-alimentaires de l'U.E. (CIAA)","CIAA","Confédération des Industries Agro-alimentaires de l'U.E.","Industry","Groupe consultatif ""Céréales, oléagineux et protéagineux""",,"E00091","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=91","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=12655","NGO","European","Member","Representative may vary
male
Representative may vary
male
Representative may vary
male
Representative may vary
male
Representative may vary
male
Representative may vary
male
Representative may vary
male
Representative may vary
male","Groupe de travail Ad hoc
Not a member",
"Organisation","Confédération Européenne des Jeunes Agriculteurs (CEJA)","CEJA","Confédération Européenne des Jeunes Agriculteurs","Agriculture","Groupe consultatif ""Céréales, oléagineux et protéagineux""",,"E00091","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=91","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=12656","NGO","European","Member","Representative may vary
male","Groupe de travail Ad hoc
Not a member",
"Organisation","Coordination Paysanne Européenne (CPE)","CPE","Coordination Paysanne Européenne","Agriculture","Groupe consultatif ""Céréales, oléagineux et protéagineux""",,"E00091","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=91","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=12657","NGO","European","Member","Representative may vary
male","Groupe de travail Ad hoc
Not a member",
"Organisation","Fédération Européenne des Syndicats des Secteurs de l'Alimentation de l'Agriculture et du Tourisme et des Branches Connexes (EFFAT)","EFFAT","Fédération Européenne des Syndicats des Secteurs de l'Alimentation de l'Agriculture et du Tourisme et des Branches Connexes","Labour interests","Groupe consultatif ""Céréales, oléagineux et protéagineux""",,"E00091","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=91","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=12658","NGO","European","Member","Representative may vary
male","Groupe de travail Ad hoc
Not a member",
"Organisation","Comité des Organisations Professionnelles Agricoles-Comité Général de la Coopération Agricole de l'Union européenne (COPA-COGECA) -  Confédération Européenne des Jeunes Agriculteurs (CEJA) - Coordination Paysanne Européenne (CPE)",,,"Agriculture","Groupe consultatif ""Fourrages séchés""",,"E00092","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=92","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=12665","NGO","European","Member","Representative may vary
male
Representative may vary
male
Representative may vary
male
Representative may vary
male
Representative may vary
male
Representative may vary
male
Representative may vary
male
Representative may vary
male",,
